PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Pharse),Difference(Sentence)
834,30,inoffensive and actually,2,inoffensive and actually,2,0,2
835,30,inoffensive and,2,inoffensive and,2,0,2
836,30,inoffensive,1,inoffensive,2,1,2
837,30,actually,2,actually,2,0,2
838,30,rather sweet,3,rather sweet,3,0,2
839,30,rather,2,rather,2,0,2
840,31,Nothing more than a run-of-the-mill action flick .,2,Nothing more than a run-of-the-mill action flick .,1,1,2
841,31,more than a run-of-the-mill action flick .,2,more than a run-of-the-mill action flick .,1,1,2
842,31,more than a run-of-the-mill action,3,more than a run-of-the-mill action,1,2,2
843,31,than a run-of-the-mill action,2,than a run-of-the-mill action,1,1,2
844,31,a run-of-the-mill action,2,a run-of-the-mill action,1,1,2
845,31,run-of-the-mill action,1,run-of-the-mill action,1,0,2
846,31,run-of-the-mill,1,run-of-the-mill,1,0,2
847,31,action,2,action,2,0,2
848,31,flick .,2,flick .,2,0,2
849,32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",1,1,1
850,32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire",1,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire",1,0,1
851,32,"Hampered -- no , paralyzed -- by a self-indulgent script ...",1,"Hampered -- no , paralyzed -- by a self-indulgent script ...",1,0,1
852,32,"Hampered -- no , paralyzed -- by a self-indulgent script",1,"Hampered -- no , paralyzed -- by a self-indulgent script",1,0,1
853,32,"Hampered -- no , paralyzed --",2,"Hampered -- no , paralyzed --",2,0,1
854,32,Hampered,2,Hampered,2,0,1
855,32,"-- no , paralyzed --",2,"-- no , paralyzed --",2,0,1
856,32,"no , paralyzed --",2,"no , paralyzed --",2,0,1
857,32,"no , paralyzed",1,"no , paralyzed",2,1,1
858,32,no,1,no,2,1,1
859,32,", paralyzed",1,", paralyzed",2,1,1
860,32,paralyzed,2,paralyzed,2,0,1
861,32,by a self-indulgent script,1,by a self-indulgent script,1,0,1
862,32,a self-indulgent script,0,a self-indulgent script,1,1,1
863,32,self-indulgent script,2,self-indulgent script,1,1,1
864,32,self-indulgent,1,self-indulgent,2,1,1
865,32,script,2,script,2,0,1
866,32,...,2,...,2,0,1
867,32,that aims for poetry and ends up sounding like satire,1,that aims for poetry and ends up sounding like satire,1,0,1
868,32,aims for poetry and ends up sounding like satire,1,aims for poetry and ends up sounding like satire,1,0,1
869,32,aims for poetry and,2,aims for poetry and,2,0,1
870,32,aims for poetry,2,aims for poetry,2,0,1
871,32,aims,2,aims,2,0,1
872,32,for poetry,2,for poetry,2,0,1
873,32,poetry,3,poetry,2,1,1
874,32,ends up sounding like satire,1,ends up sounding like satire,1,0,1
875,32,ends up,2,ends up,2,0,1
876,32,ends,2,ends,2,0,1
877,32,up,2,up,2,0,1
878,32,sounding like satire,2,sounding like satire,2,0,1
879,32,sounding,3,sounding,2,1,1
880,32,like satire,2,like satire,2,0,1
881,32,satire,2,satire,2,0,1
882,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",2,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",2,0,2
883,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on",2,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on",2,0,2
884,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and",3,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and",2,1,2
885,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies ,",2,"Ice Age is the first computer-generated feature cartoon to feel like other movies ,",2,0,2
886,33,Ice Age is the first computer-generated feature cartoon to feel like other movies,3,Ice Age is the first computer-generated feature cartoon to feel like other movies,2,1,2
887,33,Ice Age,2,Ice Age,2,0,2
888,33,Ice,2,Ice,2,0,2
889,33,Age,2,Age,2,0,2
890,33,is the first computer-generated feature cartoon to feel like other movies,3,is the first computer-generated feature cartoon to feel like other movies,2,1,2
891,33,the first computer-generated feature cartoon to feel like other movies,4,the first computer-generated feature cartoon to feel like other movies,2,2,2
892,33,the first computer-generated feature cartoon,2,the first computer-generated feature cartoon,2,0,2
893,33,first computer-generated feature cartoon,3,first computer-generated feature cartoon,2,1,2
894,33,first,2,first,2,0,2
895,33,computer-generated feature cartoon,2,computer-generated feature cartoon,2,0,2
896,33,computer-generated,2,computer-generated,2,0,2
897,33,feature cartoon,2,feature cartoon,2,0,2
898,33,feature,2,feature,2,0,2
899,33,cartoon,2,cartoon,2,0,2
900,33,to feel like other movies,3,to feel like other movies,2,1,2
901,33,feel like other movies,2,feel like other movies,2,0,2
902,33,feel,2,feel,2,0,2
903,33,like other movies,2,like other movies,2,0,2
904,33,other movies,2,other movies,2,0,2
905,33,other,2,other,2,0,2
906,33,that makes for some glacial pacing early on,2,that makes for some glacial pacing early on,2,0,2
907,33,makes for some glacial pacing early on,1,makes for some glacial pacing early on,2,1,2
908,33,makes for some glacial pacing,1,makes for some glacial pacing,2,1,2
909,33,makes,2,makes,2,0,2
910,33,for some glacial pacing,2,for some glacial pacing,2,0,2
911,33,some glacial pacing,2,some glacial pacing,2,0,2
912,33,glacial pacing,2,glacial pacing,2,0,2
913,33,glacial,2,glacial,2,0,2
914,33,pacing,2,pacing,2,0,2
915,33,early on,2,early on,2,0,2
916,33,early,2,early,2,0,2
917,34,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",2,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",1,1,2
918,34,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash",1,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash",1,0,2
919,34,"There 's very little sense to what 's going on here , but",1,"There 's very little sense to what 's going on here , but",2,1,2
920,34,"There 's very little sense to what 's going on here ,",0,"There 's very little sense to what 's going on here ,",2,2,2
921,34,There 's very little sense to what 's going on here,1,There 's very little sense to what 's going on here,2,1,2
922,34,'s very little sense to what 's going on here,1,'s very little sense to what 's going on here,2,1,2
923,34,very little sense to what 's going on here,1,very little sense to what 's going on here,2,1,2
924,34,very little sense,1,very little sense,2,1,2
925,34,very little,2,very little,2,0,2
926,34,to what 's going on here,2,to what 's going on here,2,0,2
927,34,what 's going on here,1,what 's going on here,2,1,2
928,34,'s going on here,2,'s going on here,2,0,2
929,34,going on here,2,going on here,2,0,2
930,34,going on,2,going on,2,0,2
931,34,here,2,here,2,0,2
932,34,the makers serve up the cliches with considerable dash,2,the makers serve up the cliches with considerable dash,3,1,2
933,34,the makers,2,the makers,2,0,2
934,34,makers,2,makers,2,0,2
935,34,serve up the cliches with considerable dash,2,serve up the cliches with considerable dash,1,1,2
936,34,serve up,2,serve up,2,0,2
937,34,serve,2,serve,2,0,2
938,34,the cliches with considerable dash,1,the cliches with considerable dash,3,2,2
939,34,the cliches,1,the cliches,2,1,2
940,34,cliches,2,cliches,2,0,2
941,34,with considerable dash,2,with considerable dash,3,1,2
942,34,considerable dash,2,considerable dash,2,0,2
943,34,considerable,3,considerable,2,1,2
944,34,dash,2,dash,2,0,2
945,35,"Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .",2,"Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .",3,1,2
946,35,Cattaneo,2,Cattaneo,2,0,2
947,35,"should have followed the runaway success of his first film , The Full Monty , with something different .",2,"should have followed the runaway success of his first film , The Full Monty , with something different .",3,1,2
948,35,"should have followed the runaway success of his first film , The Full Monty , with something different",2,"should have followed the runaway success of his first film , The Full Monty , with something different",3,1,2
949,35,"have followed the runaway success of his first film , The Full Monty , with something different",2,"have followed the runaway success of his first film , The Full Monty , with something different",3,1,2
950,35,"followed the runaway success of his first film , The Full Monty , with something different",2,"followed the runaway success of his first film , The Full Monty , with something different",3,1,2
951,35,"followed the runaway success of his first film , The Full Monty ,",3,"followed the runaway success of his first film , The Full Monty ,",2,1,2
952,35,followed,2,followed,2,0,2
953,35,"the runaway success of his first film , The Full Monty ,",4,"the runaway success of his first film , The Full Monty ,",3,1,2
954,35,the runaway success,4,the runaway success,3,1,2
955,35,runaway success,3,runaway success,3,0,2
956,35,runaway,2,runaway,2,0,2
957,35,success,3,success,3,0,2
958,35,"of his first film , The Full Monty ,",1,"of his first film , The Full Monty ,",2,1,2
959,35,"his first film , The Full Monty ,",2,"his first film , The Full Monty ,",2,0,2
960,35,"his first film , The Full Monty",2,"his first film , The Full Monty",2,0,2
961,35,"his first film ,",2,"his first film ,",2,0,2
962,35,his first film,2,his first film,2,0,2
963,35,first film,2,first film,2,0,2
964,35,The Full Monty,2,The Full Monty,2,0,2
965,35,Full Monty,2,Full Monty,2,0,2
966,35,Full,3,Full,2,1,2
967,35,Monty,2,Monty,2,0,2
968,35,with something different,2,with something different,2,0,2
969,35,something different,3,something different,2,1,2
970,35,different,2,different,2,0,2
971,36,"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",1,"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",2,1,2
972,36,They,2,They,2,0,2
973,36,"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",1,"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",2,1,2
974,36,"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",2,"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",2,0,2
975,36,'re,2,'re,2,0,2
976,36,"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",1,"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",2,1,2
977,36,"the unnamed , easily substitutable forces",1,"the unnamed , easily substitutable forces",2,1,2
978,36,"unnamed , easily substitutable forces",2,"unnamed , easily substitutable forces",2,0,2
979,36,"unnamed , easily substitutable",1,"unnamed , easily substitutable",2,1,2
980,36,unnamed,2,unnamed,2,0,2
981,36,", easily substitutable",1,", easily substitutable",2,1,2
982,36,easily substitutable,2,easily substitutable,2,0,2
983,36,easily,3,easily,2,1,2
984,36,substitutable,1,substitutable,2,1,2
985,36,forces,2,forces,2,0,2
986,36,that serve as whatever terror the heroes of horror movies try to avoid,2,that serve as whatever terror the heroes of horror movies try to avoid,2,0,2
987,36,serve as whatever terror the heroes of horror movies try to avoid,2,serve as whatever terror the heroes of horror movies try to avoid,2,0,2
988,36,as whatever terror the heroes of horror movies try to avoid,2,as whatever terror the heroes of horror movies try to avoid,2,0,2
989,36,whatever terror the heroes of horror movies try to avoid,1,whatever terror the heroes of horror movies try to avoid,2,1,2
990,36,whatever,1,whatever,2,1,2
991,36,terror the heroes of horror movies try to avoid,1,terror the heroes of horror movies try to avoid,2,1,2
992,36,terror,1,terror,2,1,2
993,36,the heroes of horror movies try to avoid,1,the heroes of horror movies try to avoid,2,1,2
994,36,the heroes of horror movies,2,the heroes of horror movies,2,0,2
995,36,the heroes,2,the heroes,2,0,2
996,36,heroes,3,heroes,2,1,2
997,36,of horror movies,2,of horror movies,2,0,2
998,36,horror movies,2,horror movies,2,0,2
999,36,horror,1,horror,2,1,2
1000,36,try to avoid,1,try to avoid,2,1,2
